accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_016192985.1	0	78.89	0.47	149	k__Archaea (UID2)	107	100	1156207	91.40229176	66	471145	37.24604788	1264965	GB_GCA_016192985.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__GCA-2688775 sp016192985	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__GW2011-AR4	g__GCA-2688775	s__GCA-2688775 sp016192985	not type material	none	f	15	15	131650	131650	none	0	none	none	none	0	none	none	none	none	none	none	none	none	19165	19461	f	f	t	22802	22802	Scaffold	ASM1619298v1	na	PRJNA640378	SAMN15435361	66	22802	USA: California; Modesto	21.12.20	GCA_016192985.1	derived from metagenome	full	NC_groundwater_722_Ag_S-0.2um_37_15	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Woesearchaeota archaeon	none	na	0	65	15	22802	15362	10083	21.12.20	1	2026803	0	NC_groundwater_722_Ag_S-0.2um_37_15	Innovative Genomics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	12	1264965	11	25	none	1264953	0	JACPTC000000000.1	1473	65	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	12	16	25	0
GB_GCA_015521665.1	0	54.43	0.63	245	c__Thermoprotei (UID148)	158	0	688700	91.26738016	19	385002	51.02094366	754596	GB_GCA_015523445.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S012-22;s__S012-22 sp015523445	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__S012-22	s__S012-22 sp015523445	not type material	none	f	3	3	193050	193050	none	0	none	none	none	0	none	none	none	none	none	none	none	none	39715	39715	f	f	t	87627	87627	Contig	ASM1552166v1	na	PRJNA546572	SAMN12837277	19	87627	Pacific Ocean	16.11.20	GCA_015521665.1	derived from metagenome	full	S141_131	deep-sea hydrothermal deposit	34.86111866 S 179.0576651 E	0	0	Desulfurococcales archaeon	none	na	1	none	none	none	none	none	16.11.20	0	2480821	1	S141_131	Portland State University	2480821	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__;g__;s__	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;x__unclassified Desulfurococcales;s__Desulfurococcales archaeon	0	754596	11	28	none	754596	0	WANS00000000.1	815	19	18851	1	none	none	none	none	none	none	414	WANS01000004.1	413	712	0	97.821	DQ228589.1.1073	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Acidilobaceae;Thermodiscus;uncultured archaeon	0	17	28	0
GB_GCA_014728745.1	0	67.06	2.8	149	k__Archaea (UID2)	107	0	553655	91.28538689	83	193914	31.97210269	606510	GB_GCA_014728745.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__WJLC01;s__WJLC01 sp014728745	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Pacearchaeales	f__GW2011-AR1	g__WJLC01	s__WJLC01 sp014728745	not type material	none	f	23	23	24566	24566	none	0	none	none	none	0	none	none	none	none	none	none	none	none	7307	7307	f	f	t	9702	9702	Contig	ASM1472874v1	na	PRJNA561032	SAMN13151247	83	9702	Australia: Shark Bay; Hameline Pool	24.09.20	GCA_014728745.1	derived from metagenome	full	Bin_078	microbial mat from hypersaline water environment	25.7834 S 113.2988 E	0	0	Candidatus Pacearchaeota archaeon	none	na	1	none	none	none	none	none	24.09.20	0	2026773	0	Bin_078	University of New South Wales	2026773	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;x__Candidatus Pacearchaeota;s__Candidatus Pacearchaeota archaeon	0	606510	11	29	none	606510	0	WJLC00000000.1	723	83	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	28	0
GB_GCA_015522185.1	0	84.29	2.69	228	p__Euryarchaeota (UID49)	153	50	1360477	93.93464027	311	636736	43.96367385	1448323	GB_GCA_015520115.1	f	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus sp015520115	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Ferroglobus	s__Ferroglobus sp015520115	not type material	none	f	95	95	15409	15409	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4656	4656	f	f	t	5346	5346	Contig	ASM1552218v1	na	PRJNA546572	SAMN12837250	311	5346	Pacific Ocean	16.11.20	GCA_015522185.1	derived from metagenome	full	S139_98	deep-sea hydrothermal deposit	34.85791311 S 179.0519346 E	0	none	Ferroglobus sp.	none	na	none	none	none	none	none	none	16.11.20	0	2614230	none	S139_98	Portland State University	2614230	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;x__unclassified Ferroglobus;s__Ferroglobus sp.	0	1448323	none	none	none	1448323	0	WAMR00000000.1	1911	311	6604	1	none	none	none	none	none	none	294	WAMR01000119.1	294	496	9.43E-139	97.279	CP001899.1403988.1405498	Archaea;Halobacterota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus;Ferroglobus placidus DSM 10642	0	17	27	0
GB_GCA_016179955.1	0	61.68	0	149	k__Archaea (UID2)	107	0	847773	88.86975208	48	422757	44.32883429	953950	GB_GCA_016179955.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JACPCD01;s__JACPCD01 sp016179955	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__GW2011-AR9	g__JACPCD01	s__JACPCD01 sp016179955	not type material	none	f	11	9	95095	105057	31575	1	3281	JACPCD010000032.1	none	0	none	none	1976	843	0	74.949	KP308706.137313.140204	Archaea;Nanoarchaeota;Woesearchaeia;uncultured archaeon	19868	22713	f	f	t	29167	31575	Scaffold	ASM1617995v1	na	PRJNA640378	SAMN15434593	48	29167	USA: California; Modesto	21.12.20	GCA_016179955.1	derived from metagenome	full	NC_groundwater_274_Ag_S-0.2um_44_14	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Woesearchaeota archaeon	none	na	1	42	9	31575	18070	11549	21.12.20	6	2026803	0	NC_groundwater_274_Ag_S-0.2um_44_14	Innovative Genomics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	266	953950	11	35	none	953684	0	JACPCD000000000.1	1161	42	31575	1	none	none	none	none	none	none	1577	JACPCD010000032.1	778	1020	0	90.617	MGJB01000004.1453.3071	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_41_26	266	16	33	0
GB_GCA_016205905.1	0	64.02	0	149	k__Archaea (UID2)	107	0	1155079	83.43872621	154	465766	33.64525002	1384344	GB_GCA_016205905.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__DSVV01;g__JACQSP01;s__JACQSP01 sp016205905	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__DSVV01	g__JACQSP01	s__JACQSP01 sp016205905	not type material	none	f	36	36	35585	35585	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8989	8989	f	f	t	13028	13028	Contig	ASM1620590v1	na	PRJNA640378	SAMN15436029	154	13028	USA: California; Modesto	21.12.20	GCA_016205905.1	derived from metagenome	full	NC_groundwater_1388_Ag_S-0.2um_34_95	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Woesearchaeota archaeon	none	na	0	none	none	none	none	none	21.12.20	0	2026803	0	NC_groundwater_1388_Ag_S-0.2um_34_95	Innovative Genomics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	0	1384344	11	33	none	1384344	0	JACQSP000000000.1	1318	154	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	15	32	0
GB_GCA_005239175.1	0	99.76	1.14	417	f__Halobacteriaceae (UID96)	263	0	2952005	87.86586905	6	1982720	59.01546048	3359672	GB_GCA_005239175.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkalirubrum;s__Halalkalirubrum sp005239175	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halalkalirubrum	s__Halalkalirubrum sp005239175	not type material	none	f	2	2	1230707	1230707	209237	1	2894	SOPS01000005.1	209237	2	114	SOPS01000005.1	2916	3550	0	88.855	FNYR01000064.2462.5367	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halohasta;Halohasta litchfieldiae	559943	671934	t	f	f	840111	1078731	Scaffold	ASM523917v1	na	PRJNA528369	SAMN11180613	6	840111	China: Dabancheng Salt Lake; Xinjiang	08.05.19	GCA_005239175.1	none	full	none	Salt Lake	none	0	none	halophilic archaeon SHRA6	none	na	none	5	2	1078731	840111	840111	08.05.19	1	2575697	none	SHRA6	Jiangsu University	2575697	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;x__unclassified Halobacteriales;s__halophilic archaeon SHRA6	10	3359672	none	none	none	3359662	0	SOPS00000000.1	3427	5	209237	1	none	none	none	none	none	none	1475	SOPS01000005.1	1392	2514	0	99.282	KM496556.1.1391	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;uncultured;Halobacteriaceae archaeon SHRA26	10	18	46	0
GB_GCA_016192955.1	0	73.5	0.93	149	k__Archaea (UID2)	107	0	1078970	89.84087149	135	461255	38.4146118	1200979	GB_GCA_016192955.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__GCA-2688775 sp016192955	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__GW2011-AR4	g__GCA-2688775	s__GCA-2688775 sp016192955	not type material	none	f	34	33	40288	40288	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8894	9238	f	f	t	11153	11403	Scaffold	ASM1619295v1	na	PRJNA640378	SAMN15435362	135	11153	USA: California; Modesto	21.12.20	GCA_016192955.1	derived from metagenome	full	NC_groundwater_723_Ag_S-0.2um_38_8	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Woesearchaeota archaeon	none	na	0	130	33	11403	6886	4784	21.12.20	5	2026803	0	NC_groundwater_723_Ag_S-0.2um_38_8	Innovative Genomics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	251	1200979	11	26	none	1200728	0	JACPTD000000000.1	1531	130	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	251	13	26	0
GB_GCA_000350305.1	0	97.98	0.81	187	p__Euryarchaeota (UID3)	124	0	1338859	91.63331862	1	851868	58.3029967	1461105	GB_GCA_000350305.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp000350305	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus sp000350305	not type material	none	f	1	1	1461105	1461105	1461105	1	2890	CP002916.1	1461105	2	103	CP002916.1	2887	5332	0	100	CP002916.365135.368034	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanomethylophilus;Thermoplasmatales archaeon BRNA1	1461105	1461105	t	f	f	1461105	1461105	Complete Genome	ASM35030v1	na	PRJNA68695	SAMN02603168	none	none	none	02.04.13	GCA_000350305.1	none	full	none	digesta samples from rumen	none	1	0	Thermoplasmatales archaeon BRNA1	none	na	4	1	1	1461105	1461105	1461105	02.04.13	0	1054217	1	BRNA1	CSIRO Livestock Industries	1054217	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;s__Thermoplasmatales archaeon BRNA1	0	1461105	11	45	none	1461105	0	none	1506	1	1461105	1	none	none	none	none	none	none	1464	CP002916.1	1464	2704	0	100	CP002916.334433.335897	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanomethylophilus;Thermoplasmatales archaeon BRNA1	0	19	46	0
GB_GCA_013390745.1	0	90.37	0	145	k__Archaea (UID2)	103	0	997131	92.73903205	18	382140	35.54126159	1075201	GB_GCA_013390745.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp013390745	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopelagicus	s__Nitrosopelagicus sp013390745	not type material	none	f	3	3	231674	231674	37287	1	2982	JACASX010000011.1	43345	1	112	JACASX010000010.1	2982	5446	0	99.631	EU795229.1665.4658	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured;uncultured bacterium SAT21-C11-2B	59733	59733	t	f	f	164548	164548	Contig	ASM1339074v1	na	PRJNA640238	SAMN15312035	18	164548	none	06.07.20	GCA_013390745.1	none	full	none	seawater	29.083 N 142.85 E	0	0	Marine Group I thaumarchaeote	none	na	3	none	none	none	none	none	06.07.20	0	2511932	1	F20	National Science Foundation of China	2511932	d__Archaea;p__Thaumarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Thaumarchaeota;x__Thaumarchaeota incertae sedis;x__Marine Group I;s__Marine Group I thaumarchaeote	0	1075201	11	37	none	1075201	0	JACASX000000000.1	1287	18	37287	1	none	none	none	none	none	none	1470	JACASX010000011.1	1470	2649	0	99.184	KF900772.34849.36319	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured marine thaumarchaeote KM3_193_A03	0	19	37	0
GB_GCA_016188155.1	0	77.34	2.8	149	k__Archaea (UID2)	107	66.67	984649	91.56672107	42	514676	47.8624117	1075335	GB_GCA_016188155.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA10216;g__UBA10216;s__UBA10216 sp016188155	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA10216	g__UBA10216	s__UBA10216 sp016188155	not type material	none	f	10	9	79549	142958	none	0	none	none	none	0	none	none	none	none	none	none	none	none	25602	26227	f	f	t	41087	41087	Scaffold	ASM1618815v1	na	PRJNA640378	SAMN15434931	42	41087	USA: California; Modesto	21.12.20	GCA_016188155.1	derived from metagenome	full	NC_groundwater_435_Ag_B-0.1um_47_15	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Woesearchaeota archaeon	none	na	1	41	9	41087	19658	11611	21.12.20	1	2026803	0	NC_groundwater_435_Ag_B-0.1um_47_15	Innovative Genomics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	11	1075335	11	38	none	1075324	0	JACPIH000000000.1	1204	41	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11	16	36	0
GB_GCA_015063185.1	0	85.89	0.81	187	p__Euryarchaeota (UID3)	124	100	1285089	91.08563725	52	717073	50.82531339	1410858	GB_GCA_015063185.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__SIG5;s__SIG5 sp015063185	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__SIG5	s__SIG5 sp015063185	not type material	none	f	11	11	99164	99164	none	0	none	none	15272	2	116	SUSY01000030.1	none	none	none	none	none	none	27131	27131	f	f	t	43721	43721	Contig	ASM1506318v1	na	PRJNA530070	SAMN11294291	52	43721	USA: Santa Barbara Zoo	28.10.20	GCA_015063185.1	derived from metagenome	full	SIG6	feces	34.4149 N 119.841 W	0	0	Thermoplasmata archaeon	none	na	2	none	none	none	none	none	28.10.20	0	1906666	0	SIG6	"University of California, Santa Barbara"	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	0	1410858	11	40	none	1410858	0	SUSY00000000.1	1408	52	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	41	0
GB_GCA_013390865.1	0	98.06	0	145	k__Archaea (UID2)	103	0	1135104	89.51874871	17	421346	33.23198409	1268007	GB_GCA_013390905.1	f	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp013390905	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus sp013390905	not type material	none	f	4	4	227330	227330	174712	1	2973	JACATC010000003.1	212406	1	112	JACATC010000002.1	2973	5408	0	99.495	AXWL01000001.21130.24114	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Thaumarchaeota archaeon SCGC AAA282-K18	74581	79250	t	f	f	124996	124996	Scaffold	ASM1339086v1	na	PRJNA640238	SAMN15312030	17	124996	none	06.07.20	GCA_013390865.1	none	full	none	seawater	10.995 N 141.936 E	0	0	Marine Group I thaumarchaeote	none	na	3	16	4	124996	111705	49231	06.07.20	1	2511932	1	T3L1	National Science Foundation of China	2511932	d__Archaea;p__Thaumarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Thaumarchaeota;x__Thaumarchaeota incertae sedis;x__Marine Group I;s__Marine Group I thaumarchaeote	114	1268007	11	43	none	1267893	0	JACATC000000000.1	1581	16	174712	1	none	none	none	none	none	none	1470	JACATC010000003.1	1458	2643	0	99.383	AXWL01000001.19499.20956	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Thaumarchaeota archaeon SCGC AAA282-K18	114	19	43	0
GB_GCA_016179995.1	11	54.91	0	149	k__Archaea (UID2)	107	0	749499	86.05712042	139	301126	34.58582712	870932	GB_GCA_016179995.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JACPCC01;s__JACPCC01 sp016179995	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__GW2011-AR9	g__JACPCC01	s__JACPCC01 sp016179995	not type material	none	f	39	38	19458	19458	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6263	6648	f	f	t	7715	7858	Scaffold	ASM1617999v1	na	PRJNA640378	SAMN15434592	139	7715	USA: California; Modesto	21.12.20	GCA_016179995.1	derived from metagenome	full	NC_groundwater_273_Ag_S-0.2um_35_6	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Woesearchaeota archaeon	none	na	0	131	38	7858	5036	3654	21.12.20	8	2026803	0	NC_groundwater_273_Ag_S-0.2um_35_6	Innovative Genomics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	258	870932	11	25	none	870674	0	JACPCC000000000.1	1053	131	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	258	13	24	0
GB_GCA_016188065.1	0	75.39	0	149	k__Archaea (UID2)	107	0	813090	92.27045301	27	307098	34.85326012	881203	GB_GCA_016188065.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GCA-2688095;g__JACPIN01;s__JACPIN01 sp016188065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__SCGC-AAA011-G17	f__GCA-2688095	g__JACPIN01	s__JACPIN01 sp016188065	not type material	none	f	6	6	96223	96223	none	0	none	none	50565	1	108	JACPIN010000022.1	none	none	none	none	none	none	32633	33892	f	f	t	66399	66399	Scaffold	ASM1618806v1	na	PRJNA640378	SAMN15434937	27	66399	USA: California; Modesto	21.12.20	GCA_016188065.1	derived from metagenome	full	NC_groundwater_441_Ag_B-0.1um_35_15	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Woesearchaeota archaeon	none	na	1	26	6	66399	38792	13584	21.12.20	1	2026803	0	NC_groundwater_441_Ag_B-0.1um_35_15	Innovative Genomics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	86	881203	11	32	none	881117	0	JACPIN000000000.1	1181	26	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	86	16	30	0
GB_GCA_014730055.1	0	91.12	6.07	149	k__Archaea (UID2)	107	0	2457887	88.75086977	315	1160795	41.91468764	2769423	GB_GCA_014730055.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__RBG-16-57-9;s__RBG-16-57-9 sp014730055	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__TCS64	f__TCS64	g__RBG-16-57-9	s__RBG-16-57-9 sp014730055	not type material	none	f	59	59	72512	72512	16915	1	2989	WJIV01000181.1	none	0	none	none	2978	3373	0	87.475	KP308698.10591.13530	Archaea;Crenarchaeota;Bathyarchaeia;uncultured archaeon	8791	8791	f	f	t	12668	12668	Contig	ASM1473005v1	na	PRJNA561032	SAMN13151188	315	12668	Australia: Shark Bay; Hameline Pool	24.09.20	GCA_014730055.1	derived from metagenome	full	Bin_348	microbial mat from hypersaline water environment	25.7834 S 113.2988 E	0	0	Candidatus Bathyarchaeota archaeon	none	na	3	none	none	none	none	none	24.09.20	0	2026714	1	Bin_348	University of New South Wales	2026714	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon	0	2769423	11	44	none	2769423	0	WJIV00000000.1	3296	315	16915	1	none	none	none	none	none	none	1499	WJIV01000181.1	1432	2056	0	92.668	AB797687.1.1428	Archaea;Crenarchaeota;Bathyarchaeia;uncultured archaeon	0	19	44	0
GB_GCA_016218635.1	0	81	0	149	k__Archaea (UID2)	107	0	836627	91.53718647	169	478975	52.40570037	913975	GB_GCA_016218635.1	t	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JAFGBZ01;g__JACRDJ01;s__JACRDJ01 sp016218635	d__Archaea	p__Iainarchaeota	c__Iainarchaeia	o__Iainarchaeales	f__JAFGBZ01	g__JACRDJ01	s__JACRDJ01 sp016218635	not type material	none	f	43	43	29560	29560	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5408	5408	f	f	t	6455	6455	Contig	ASM1621863v1	na	PRJNA640378	SAMN15436316	169	6455	USA: California; Middletown	21.12.20	GCA_016218635.1	derived from metagenome	full	NC_groundwater_1669_Pr3_B-0.1um_52_7	groundwater	38.70266 N 122.51889 W	0	0	Candidatus Diapherotrites archaeon	none	na	2	none	none	none	none	none	21.12.20	0	2026736	1	NC_groundwater_1669_Pr3_B-0.1um_52_7	Innovative Genomics Institute	2026736	d__Archaea;p__Candidatus Diapherotrites;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Diapherotrites;x__unclassified Diapherotrites;s__Candidatus Diapherotrites archaeon	0	913975	11	32	none	913975	0	JACRDJ000000000.1	1172	169	3807	1	none	none	none	none	none	none	905	JACRDJ010000064.1	907	771	0	82.139	KP308745.1.1066	Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Candidatus Iainarchaeum;uncultured archaeon	0	18	32	0
