hit_id	replicon_name	position_hit	hit_sequence_length	gene_name	i_eval	score	profile_coverage	sequence_coverage	begin	end
NZ_CP082248.1_00888	NZ_CP082248.1	883	1105	T4SS_t4cp2	8.400e-06	21.200	0.523	0.105	837	952
NZ_CP082248.1_00888	NZ_CP082248.1	883	1105	T4SS_virb4	3.200e-68	226.900	0.624	0.591	388	1040
NZ_CP082287.1_00024	NZ_CP082287.1	24	1282	T4SS_t4cp2	1.100e-06	22.100	0.622	0.108	720	857
NZ_CP082287.1_00023	NZ_CP082287.1	23	741	T4SS_virb4	2.800e-73	241.600	0.596	0.845	95	720
NZ_CP082289.1_00116	NZ_CP082289.1	115	694	T4SS_t4cp2	1.400e-08	27.800	0.536	0.170	484	601
NZ_CP082289.1_00117	NZ_CP082289.1	116	1456	T4SS_t4cp2	2.700e-12	40.000	0.622	0.096	733	872
NZ_CP082289.1_00116	NZ_CP082289.1	115	694	T4SS_virb4	8.100e-80	262.800	0.563	0.856	68	661
NZ_CP083668.1_00032	NZ_CP083668.1	32	633	T4SS_t4cp2	8.400e-10	31.700	0.514	0.171	455	562
NZ_CP083668.1_00034	NZ_CP083668.1	34	1318	T4SS_t4cp2	8.500e-11	34.900	0.604	0.102	614	748
NZ_CP083668.1_00032	NZ_CP083668.1	32	633	T4SS_virb4	2.700e-78	257.500	0.552	0.913	23	600
NZ_CP083669.1_00015	NZ_CP083669.1	15	735	T4SS_t4cp2	2.100e-05	16.500	0.541	0.152	504	615
NZ_CP083669.1_00016	NZ_CP083669.1	16	1281	T4SS_t4cp2	6.000e-07	21.600	0.622	0.108	714	851
NZ_CP083669.1_00015	NZ_CP083669.1	15	735	T4SS_virb4	9.000e-71	231.900	0.568	0.827	98	705
NZ_CP084465.1_00025	NZ_CP084465.1	25	595	T4SS_t4cp2	1.800e-28	91.300	0.869	0.324	386	578
NZ_CP084465.1_00021	NZ_CP084465.1	21	1037	T4SS_virb4	1.900e-56	183.800	0.557	0.595	317	933
NZ_CP084467.1_00323	NZ_CP084467.1	319	586	T4SS_t4cp1	4.600e-07	25.500	0.627	0.101	247	305
NZ_CP084467.1_00323	NZ_CP084467.1	319	586	T4SS_t4cp2	1.800e-27	90.900	0.869	0.329	377	569
NZ_CP084467.1_00328	NZ_CP084467.1	324	1037	T4SS_virb4	5.300e-59	195.200	0.547	0.589	323	933
NZ_CP084468.1_00054	NZ_CP084468.1	54	1266	T4SS_t4cp2	9.600e-08	24.200	0.667	0.118	704	852
NZ_CP084468.1_00055	NZ_CP084468.1	55	735	T4SS_virb4	1.000e-72	238.400	0.560	0.820	98	700
NZ_CP084470.1_00170	NZ_CP084470.1	170	1274	T4SS_t4cp2	3.300e-06	21.200	0.613	0.107	714	849
NZ_CP084470.1_00169	NZ_CP084470.1	169	738	T4SS_virb4	6.500e-70	231.200	0.574	0.835	92	707
NZ_CP084471.1_00061	NZ_CP084471.1	61	1267	T4SS_t4cp2	1.400e-06	20.600	0.586	0.103	719	849
NZ_CP084471.1_00060	NZ_CP084471.1	60	732	T4SS_virb4	6.200e-72	236.100	0.574	0.846	87	705
NZ_CP084473.1_00355	NZ_CP084473.1	355	1096	T4SS_t4cp2	3.200e-07	24.400	0.536	0.109	831	949
NZ_CP084473.1_00357	NZ_CP084473.1	357	1031	T4SS_t4cp2	2.000e-16	54.500	0.685	0.145	314	463
NZ_CP084473.1_00355	NZ_CP084473.1	355	1096	T4SS_virb4	1.600e-67	223.100	0.610	0.581	397	1033
NZ_CP084474.1_00039	NZ_CP084474.1	39	1514	T4SS_t4cp2	4.400e-05	17.400	0.586	0.092	952	1091
NZ_CP084474.1_00346	NZ_CP084474.1	346	1019	T4SS_t4cp2	6.500e-14	46.300	0.658	0.141	312	455
NZ_CP084474.1_00348	NZ_CP084474.1	348	1099	T4SS_t4cp2	3.700e-06	21.000	0.541	0.109	830	949
NZ_CP084474.1_00040	NZ_CP084474.1	40	885	T4SS_virb4	2.200e-70	232.600	0.650	0.835	28	766
NZ_CP084474.1_00348	NZ_CP084474.1	348	1099	T4SS_virb4	6.400e-67	221.100	0.638	0.604	392	1055
NZ_CP084475.1_00064	NZ_CP084475.1	64	1031	T4SS_t4cp2	1.100e-16	54.500	0.685	0.145	314	463
NZ_CP084475.1_00062	NZ_CP084475.1	62	1093	T4SS_virb4	2.000e-65	215.200	0.613	0.585	393	1031
NZ_CP084882.1_00183	NZ_CP084882.1	183	1521	T4SS_t4cp2	3.600e-06	21.700	0.631	0.099	933	1083
NZ_CP084882.1_00182	NZ_CP084882.1	182	884	T4SS_virb4	4.700e-70	232.200	0.642	0.827	37	767
NZ_CP084884.1_00002	NZ_CP084884.1	2	1514	T4SS_t4cp2	4.300e-05	17.400	0.586	0.092	952	1091
NZ_CP084885.1_00262	NZ_CP084885.1	262	1514	T4SS_t4cp2	1.500e-06	21.700	0.613	0.096	932	1077
NZ_CP084885.1_00263	NZ_CP084885.1	263	884	T4SS_virb4	2.500e-70	231.900	0.654	0.840	35	777
NZ_CP085325.1_00056	NZ_CP085325.1	56	1440	T4SS_t4cp2	7.500e-12	38.100	0.617	0.096	728	865
NZ_CP085325.1_00057	NZ_CP085325.1	57	735	T4SS_virb4	4.900e-71	233.300	0.574	0.834	96	708
NZ_CP085883.1_00206	NZ_CP085883.1	205	1272	T4SS_t4cp2	1.500e-06	21.600	0.622	0.108	712	849
NZ_CP085883.1_00207	NZ_CP085883.1	206	744	T4SS_virb4	5.100e-73	240.600	0.625	0.875	91	741
NZ_CP087722.1_00004	NZ_CP087722.1	4	1271	T4SS_t4cp2	2.000e-07	23.800	0.631	0.110	710	849
NZ_CP087722.1_00084	NZ_CP087722.1	84	706	T4SS_virb4	4.700e-65	213.700	0.587	0.853	95	696
NZ_CP089469.1_00030	NZ_CP089469.1	30	575	T4SS_t4cp1	1.100e-14	49.900	0.991	0.174	197	296
NZ_CP089469.1_00040	NZ_CP089469.1	40	528	T4SS_t4cp1	1.800e-09	33.100	0.982	0.186	117	214
NZ_CP089469.1_00030	NZ_CP089469.1	30	575	T4SS_t4cp2	5.800e-27	89.100	0.946	0.344	351	548
NZ_CP089469.1_00040	NZ_CP089469.1	40	528	T4SS_t4cp2	9.800e-21	68.800	0.860	0.347	285	467
NZ_CP089469.1_00320	NZ_CP089469.1	318	1274	T4SS_t4cp2	2.700e-06	21.500	0.622	0.108	712	849
NZ_CP089469.1_00319	NZ_CP089469.1	317	744	T4SS_virb4	3.000e-73	242.200	0.611	0.858	90	727
NZ_CP089470.1_00051	NZ_CP089470.1	51	848	T4SS_t4cp2	8.200e-09	27.200	0.586	0.144	552	673
NZ_CP089470.1_00051	NZ_CP089470.1	51	848	T4SS_virb4	9.500e-76	247.900	0.574	0.743	131	760
NZ_CP089595.1_00060	NZ_CP089595.1	57	1440	T4SS_t4cp2	1.000e-11	37.600	0.617	0.096	728	865
NZ_CP089595.1_00059	NZ_CP089595.1	56	735	T4SS_virb4	1.600e-70	231.600	0.560	0.803	98	687
NZ_CP090373.1_00006	NZ_CP090373.1	6	1469	T4SS_t4cp2	8.600e-12	38.000	0.617	0.094	728	865
NZ_CP090373.1_00005	NZ_CP090373.1	5	735	T4SS_virb4	7.700e-72	236.100	0.568	0.801	98	686
NZ_CP095006.1_00167	NZ_CP095006.1	166	1647	T4SS_t4cp2	1.200e-11	39.000	0.626	0.084	818	955
NZ_CP095006.1_00042	NZ_CP095006.1	42	1158	T4SS_virb4	8.100e-47	154.700	0.532	0.527	314	923
NZ_CP095008.1_00053	NZ_CP095008.1	53	975	T4SS_t4cp2	1.300e-05	17.700	0.550	0.120	471	587
NZ_CP095008.1_00058	NZ_CP095008.1	58	1322	T4SS_t4cp2	1.300e-13	43.800	0.680	0.123	646	808
NZ_CP095008.1_00053	NZ_CP095008.1	53	975	T4SS_virb4	1.400e-59	195.300	0.550	0.609	49	642
NZ_CP095009.1_00120	NZ_CP095009.1	119	638	T4SS_t4cp2	9.800e-15	48.900	0.658	0.224	291	433
NZ_CP095009.1_00252	NZ_CP095009.1	245	975	T4SS_t4cp2	3.300e-05	17.800	0.550	0.120	471	587
NZ_CP095009.1_00256	NZ_CP095009.1	249	1327	T4SS_t4cp2	1.300e-12	42.000	0.667	0.119	648	805
NZ_CP095009.1_00252	NZ_CP095009.1	245	975	T4SS_virb4	5.800e-59	194.800	0.550	0.609	49	642
NZ_CP095399.1_00089	NZ_CP095399.1	89	1278	T4SS_t4cp2	1.200e-06	20.700	0.599	0.104	718	850
NZ_CP095399.1_00090	NZ_CP095399.1	90	735	T4SS_virb4	5.300e-69	226.200	0.565	0.814	90	687
NZ_CP095484.1_00048	NZ_CP095484.1	48	1460	T4SS_t4cp2	2.900e-12	38.700	0.617	0.095	719	856
NZ_CP095484.1_00049	NZ_CP095484.1	49	735	T4SS_virb4	1.100e-70	231.400	0.560	0.803	98	687
NZ_CP095485.1_00030	NZ_CP095485.1	30	1272	T4SS_t4cp2	8.100e-07	21.500	0.622	0.108	711	848
NZ_CP095485.1_00029	NZ_CP095485.1	29	741	T4SS_virb4	1.800e-73	241.200	0.592	0.843	91	715
NZ_CP096023.1_00093	NZ_CP096023.1	93	491	T4SS_t4cp2	1.400e-26	86.400	0.838	0.356	267	441
NZ_CP098515.1_00069	NZ_CP098515.1	69	791	T4SS_virb4	5.200e-57	187.100	0.580	0.800	74	706
NZ_CP098516.1_00092	NZ_CP098516.1	92	768	T4SS_virb4	3.700e-57	187.600	0.571	0.802	71	686
NZ_CP098517.1_00016	NZ_CP098517.1	16	1274	T4SS_t4cp2	7.100e-07	21.300	0.622	0.108	712	849
NZ_CP098517.1_00015	NZ_CP098517.1	15	744	T4SS_virb4	1.500e-73	241.100	0.601	0.835	91	711
NZ_CP098519.1_00026	NZ_CP098519.1	26	1274	T4SS_t4cp2	7.400e-07	21.500	0.622	0.108	712	849
NZ_CP098519.1_00025	NZ_CP098519.1	25	741	T4SS_virb4	3.000e-74	243.700	0.614	0.865	88	728
NZ_CP100410.1_00046	NZ_CP100410.1	46	730	T4SS_t4cp2	1.000e-06	20.600	0.563	0.160	503	619
NZ_CP100410.1_00047	NZ_CP100410.1	47	1441	T4SS_t4cp2	1.100e-12	40.200	0.595	0.094	722	857
NZ_CP100410.1_00046	NZ_CP100410.1	46	730	T4SS_virb4	8.000e-68	222.000	0.559	0.796	98	678
NZ_CP100446.1_00207	NZ_CP100446.1	207	641	T4SS_t4cp2	5.800e-07	24.400	0.590	0.201	353	481
NZ_CP100446.1_00209	NZ_CP100446.1	209	1018	T4SS_t4cp2	8.600e-15	50.000	0.644	0.139	305	445
NZ_CP100446.1_00207	NZ_CP100446.1	207	641	T4SS_virb4	3.000e-55	183.300	0.534	0.899	14	589
NZ_CP100447.1_00023	NZ_CP100447.1	23	793	T4SS_virb4	2.200e-57	187.500	0.579	0.794	72	701
NZ_CP100450.1_00005	NZ_CP100450.1	5	1400	T4SS_t4cp2	1.500e-08	27.100	0.613	0.106	658	805
NZ_CP100450.1_00004	NZ_CP100450.1	4	745	T4SS_virb4	4.400e-72	236.500	0.624	0.893	31	695
NZ_CP100451.1_00115	NZ_CP100451.1	115	626	T4SS_t4cp2	1.100e-07	24.800	0.545	0.177	444	554
NZ_CP100451.1_00117	NZ_CP100451.1	117	1642	T4SS_t4cp2	8.900e-10	31.700	0.581	0.080	896	1027
NZ_CP100451.1_00115	NZ_CP100451.1	115	626	T4SS_virb4	4.200e-73	240.500	0.524	0.867	41	583
NZ_CP100457.1_00099	NZ_CP100457.1	98	521	T4SS_t4cp1	1.200e-11	39.000	0.982	0.196	149	250
NZ_CP100457.1_00099	NZ_CP100457.1	98	521	T4SS_t4cp2	7.300e-22	71.300	0.919	0.382	312	510
NZ_CP100458.1_00025	NZ_CP100458.1	25	1465	T4SS_t4cp2	9.200e-11	33.500	0.590	0.091	712	844
NZ_CP100458.1_00024	NZ_CP100458.1	24	653	T4SS_virb4	3.000e-74	242.800	0.526	0.858	45	604
NZ_CP101155.1_00110	NZ_CP101155.1	110	2678	T4SS_t4cp2	2.500e-08	26.700	0.550	0.051	1386	1521
NZ_CP101155.1_00107	NZ_CP101155.1	107	879	T4SS_virb4	3.000e-59	194.300	0.591	0.720	198	830
NZ_CP101324.1_00043	NZ_CP101324.1	43	1469	T4SS_t4cp2	3.900e-12	38.700	0.617	0.094	728	865
NZ_CP101324.1_00042	NZ_CP101324.1	42	735	T4SS_virb4	1.400e-71	234.800	0.560	0.799	98	684
NZ_CP101826.1_00062	NZ_CP101826.1	62	735	T4SS_t4cp2	5.700e-05	16.500	0.541	0.152	504	615
NZ_CP101826.1_00063	NZ_CP101826.1	63	1271	T4SS_t4cp2	4.900e-06	20.000	0.599	0.105	719	851
NZ_CP101826.1_00062	NZ_CP101826.1	62	735	T4SS_virb4	1.600e-69	229.200	0.578	0.842	87	705
NZ_CP101874.1_00041	NZ_CP101874.1	41	1021	T4SS_t4cp2	2.000e-16	52.700	0.667	0.143	305	450
NZ_CP101874.1_00039	NZ_CP101874.1	39	1107	T4SS_virb4	9.300e-69	225.400	0.622	0.585	398	1045
NZ_CP104744.1_00056	NZ_CP104744.1	56	734	T4SS_t4cp2	1.200e-05	17.700	0.568	0.163	502	621
NZ_CP104744.1_00057	NZ_CP104744.1	57	1282	T4SS_t4cp2	1.900e-06	20.300	0.577	0.099	724	850
NZ_CP104744.1_00122	NZ_CP104744.1	122	733	T4SS_t4cp2	2.900e-06	19.700	0.550	0.156	503	616
NZ_CP104744.1_00123	NZ_CP104744.1	123	1387	T4SS_t4cp2	2.500e-12	39.500	0.613	0.101	672	811
NZ_CP104744.1_00056	NZ_CP104744.1	56	734	T4SS_virb4	1.900e-68	224.600	0.561	0.794	98	680
NZ_CP104744.1_00122	NZ_CP104744.1	122	733	T4SS_virb4	6.700e-67	219.400	0.568	0.824	98	701
NZ_CP106967.1_00228	NZ_CP106967.1	228	734	T4SS_t4cp2	5.200e-05	17.400	0.554	0.157	502	616
NZ_CP106967.1_00229	NZ_CP106967.1	229	1279	T4SS_t4cp2	1.100e-05	19.600	0.608	0.106	724	858
NZ_CP106967.1_00228	NZ_CP106967.1	228	734	T4SS_virb4	2.700e-68	225.900	0.563	0.796	98	681
NZ_CP106970.1_00036	NZ_CP106970.1	36	734	T4SS_t4cp2	9.500e-06	17.400	0.554	0.157	502	616
NZ_CP106970.1_00037	NZ_CP106970.1	37	1279	T4SS_t4cp2	1.400e-07	23.300	0.631	0.109	719	858
NZ_CP106970.1_00036	NZ_CP106970.1	36	734	T4SS_virb4	6.300e-71	232.100	0.561	0.794	98	680
NZ_CP109786.1_00002	NZ_CP109786.1	2	1057	T4SS_virb4	6.500e-50	162.100	0.550	0.570	362	963
NZ_CP109982.1_00305	NZ_CP109982.1	305	562	T4SS_t4cp1	4.400e-10	34.900	0.982	0.171	159	254
NZ_CP109982.1_00305	NZ_CP109982.1	305	562	T4SS_t4cp2	1.400e-20	68.000	0.851	0.324	321	502
NZ_CP110252.1_00137	NZ_CP110252.1	137	555	T4SS_t4cp1	4.400e-10	34.900	0.982	0.173	152	247
NZ_CP110252.1_00137	NZ_CP110252.1	137	555	T4SS_t4cp2	1.400e-20	68.100	0.851	0.328	314	495
NZ_CP111038.1_00064	NZ_CP111038.1	64	1407	T4SS_t4cp2	2.500e-07	23.400	0.631	0.106	657	805
NZ_CP111038.1_00063	NZ_CP111038.1	63	739	T4SS_virb4	3.300e-69	227.300	0.620	0.896	28	689
NZ_CP111039.1_00064	NZ_CP111039.1	64	915	T4SS_t4cp1	3.600e-07	23.700	0.991	0.122	119	230
NZ_CP111039.1_00064	NZ_CP111039.1	64	915	T4SS_t4cp2	1.300e-13	43.400	0.640	0.153	306	445
NZ_CP111039.1_00061	NZ_CP111039.1	61	970	T4SS_virb4	1.200e-56	185.100	0.750	0.874	34	881
NZ_CP111040.1_00130	NZ_CP111040.1	129	1405	T4SS_t4cp2	2.900e-06	21.900	0.617	0.104	657	802
NZ_CP111040.1_00131	NZ_CP111040.1	130	739	T4SS_virb4	1.700e-68	227.000	0.618	0.893	31	690
NZ_CP119783.1_00345	NZ_CP119783.1	345	666	T4SS_t4cp2	5.300e-08	27.400	0.590	0.189	469	594
NZ_CP119783.1_00360	NZ_CP119783.1	360	1191	T4SS_t4cp2	4.000e-09	31.100	0.613	0.121	604	747
NZ_CP119783.1_00345	NZ_CP119783.1	345	666	T4SS_virb4	8.100e-68	224.600	0.546	0.853	38	605
NZ_CP119784.1_00138	NZ_CP119784.1	138	1389	T4SS_t4cp2	3.200e-07	23.900	0.613	0.107	656	803
NZ_CP119784.1_00139	NZ_CP119784.1	139	745	T4SS_virb4	2.700e-73	241.700	0.622	0.891	31	694
NZ_CP119792.1_00043	NZ_CP119792.1	43	1191	T4SS_t4cp2	2.200e-09	32.000	0.590	0.110	617	747
NZ_CP119792.1_00064	NZ_CP119792.1	64	666	T4SS_t4cp2	5.600e-08	27.400	0.590	0.189	469	594
NZ_CP119792.1_00064	NZ_CP119792.1	64	666	T4SS_virb4	5.400e-68	225.200	0.546	0.853	38	605
NZ_CP119798.1_00087	NZ_CP119798.1	87	1109	T4SS_t4cp2	3.900e-07	22.800	0.707	0.137	816	967
NZ_CP119798.1_00089	NZ_CP119798.1	89	1026	T4SS_t4cp2	9.600e-16	51.000	0.667	0.142	312	457
NZ_CP119798.1_00087	NZ_CP119798.1	87	1109	T4SS_virb4	8.400e-67	219.400	0.608	0.573	407	1041
NZ_CP119799.1_00133	NZ_CP119799.1	133	1454	T4SS_t4cp2	1.400e-13	44.800	0.599	0.092	725	858
NZ_CP119799.1_00134	NZ_CP119799.1	134	712	T4SS_t4cp2	2.700e-06	21.000	0.509	0.153	499	607
NZ_CP119799.1_00134	NZ_CP119799.1	134	712	T4SS_virb4	1.500e-72	239.400	0.571	0.848	90	693
NZ_CP119806.1_00064	NZ_CP119806.1	64	1460	T4SS_t4cp2	2.800e-14	45.300	0.604	0.095	723	860
NZ_CP119806.1_00065	NZ_CP119806.1	65	731	T4SS_t4cp2	2.600e-06	19.300	0.626	0.183	490	623
NZ_CP119806.1_00065	NZ_CP119806.1	65	731	T4SS_virb4	8.600e-69	225.100	0.565	0.799	98	681
NZ_CP119813.1_00098	NZ_CP119813.1	98	1460	T4SS_t4cp2	5.100e-14	45.300	0.604	0.095	723	860
NZ_CP119813.1_00099	NZ_CP119813.1	99	731	T4SS_t4cp2	2.800e-05	16.700	0.554	0.157	502	616
NZ_CP119813.1_00099	NZ_CP119813.1	99	731	T4SS_virb4	1.800e-69	228.300	0.565	0.799	98	681
NZ_CP119991.1_00196	NZ_CP119991.1	196	3211	T4SS_t4cp1	6.300e-04	14.700	0.991	0.035	625	736
NZ_CP119991.1_00196	NZ_CP119991.1	196	3211	T4SS_t4cp2	2.100e-10	34.400	0.680	0.046	812	959
NZ_CP120471.1_00076	NZ_CP120471.1	76	1401	T4SS_t4cp2	4.000e-07	23.900	0.613	0.106	668	815
NZ_CP120471.1_00075	NZ_CP120471.1	75	745	T4SS_virb4	4.200e-73	241.300	0.624	0.893	31	695
NZ_CP120472.1_00089	NZ_CP120472.1	89	1192	T4SS_t4cp2	4.500e-09	31.000	0.590	0.111	617	748
NZ_CP126160.1_00016	NZ_CP126160.1	16	1273	T4SS_t4cp2	9.900e-07	21.500	0.622	0.108	711	848
NZ_CP126160.1_00109	NZ_CP126160.1	109	1273	T4SS_t4cp2	9.900e-07	21.500	0.622	0.108	711	848
NZ_CP126160.1_00015	NZ_CP126160.1	15	741	T4SS_virb4	5.600e-74	243.200	0.628	0.884	83	737
NZ_CP126160.1_00108	NZ_CP126160.1	108	741	T4SS_virb4	5.600e-74	243.200	0.628	0.884	83	737
NZ_CP126164.1_00095	NZ_CP126164.1	95	761	T4SS_virb4	3.400e-63	207.800	0.586	0.830	65	696
NZ_CP127175.1_00184	NZ_CP127175.1	184	1455	T4SS_t4cp2	5.200e-12	39.100	0.568	0.089	724	852
NZ_CP127175.1_00185	NZ_CP127175.1	185	728	T4SS_virb4	2.500e-69	228.100	0.538	0.771	96	656
NZ_CP127176.1_00075	NZ_CP127176.1	75	1221	T4SS_t4cp2	4.200e-07	21.800	0.604	0.110	664	797
NZ_CP127176.1_00076	NZ_CP127176.1	76	712	T4SS_virb4	1.100e-71	234.700	0.560	0.817	83	664
NZ_CP128378.1_00157	NZ_CP128378.1	157	998	T4SS_t4cp2	1.400e-06	22.100	0.622	0.138	712	849
NZ_CP128378.1_00158	NZ_CP128378.1	158	744	T4SS_virb4	6.900e-73	240.600	0.625	0.875	91	741
NZ_CP135523.1_00156	NZ_CP135523.1	156	1449	T4SS_t4cp2	1.300e-13	44.800	0.599	0.092	725	858
NZ_CP135523.1_00157	NZ_CP135523.1	157	355	T4SS_t4cp2	4.400e-07	23.400	0.532	0.476	82	250
NZ_CP135524.1_00041	NZ_CP135524.1	41	1109	T4SS_t4cp2	2.700e-07	23.400	0.703	0.136	815	965
NZ_CP135524.1_00043	NZ_CP135524.1	43	1027	T4SS_t4cp2	5.800e-17	55.000	0.689	0.147	310	460
NZ_CP135524.1_00041	NZ_CP135524.1	41	1109	T4SS_virb4	1.800e-70	231.600	0.608	0.572	406	1039
NZ_CP135525.1_00047	NZ_CP135525.1	47	1027	T4SS_t4cp2	2.800e-17	55.000	0.689	0.147	310	460
NZ_CP135525.1_00049	NZ_CP135525.1	49	1108	T4SS_t4cp2	2.000e-07	22.700	0.694	0.134	818	966
NZ_CP135525.1_00049	NZ_CP135525.1	49	1108	T4SS_virb4	8.100e-69	225.100	0.609	0.573	406	1040
NZ_CP135526.1_00053	NZ_CP135526.1	53	1105	T4SS_t4cp2	4.000e-07	22.100	0.640	0.128	818	958
NZ_CP135526.1_00055	NZ_CP135526.1	55	1026	T4SS_t4cp2	3.200e-16	51.800	0.662	0.141	313	457
NZ_CP135526.1_00053	NZ_CP135526.1	53	1105	T4SS_virb4	5.700e-70	229.200	0.612	0.576	402	1038
NZ_LN831303.1_00152	NZ_LN831303.1	152	853	T4SS_t4cp2	2.100e-07	24.900	0.532	0.134	564	677
NZ_LN831303.1_00161	NZ_LN831303.1	161	1076	T4SS_t4cp2	2.300e-10	34.600	0.595	0.124	322	454
NZ_LN831303.1_00152	NZ_LN831303.1	152	853	T4SS_virb4	1.200e-72	240.000	0.557	0.699	138	733
NZ_LN831304.1_00031	NZ_LN831304.1	31	1274	T4SS_t4cp2	1.100e-06	21.500	0.622	0.108	712	849
NZ_LN831304.1_00030	NZ_LN831304.1	30	741	T4SS_virb4	1.100e-73	242.300	0.621	0.874	87	734
NZ_MN918441.1_00055	NZ_MN918441.1	54	1445	T4SS_t4cp2	9.300e-12	38.100	0.617	0.096	728	865
NZ_MN918441.1_00054	NZ_MN918441.1	53	735	T4SS_virb4	5.400e-71	233.500	0.568	0.801	98	686
NZ_MN918442.1_00225	NZ_MN918442.1	224	634	T4SS_t4cp2	2.300e-09	30.600	0.518	0.203	434	562
NZ_MN918442.1_00227	NZ_MN918442.1	226	1320	T4SS_t4cp2	5.100e-12	39.300	0.622	0.105	618	756
NZ_MN918442.1_00225	NZ_MN918442.1	224	634	T4SS_virb4	1.600e-76	252.100	0.544	0.905	27	600
NZ_OX281346.1_00123	NZ_OX281346.1	123	1370	T4SS_t4cp1	8.800e-06	19.800	0.555	0.045	330	390
NZ_OX281346.1_00123	NZ_OX281346.1	123	1370	T4SS_t4cp2	7.800e-17	54.500	0.640	0.101	486	624
NZ_OX281346.1_00016	NZ_OX281346.1	16	710	T4SS_virb4	1.500e-70	231.800	0.567	0.755	150	685
NZ_QJOW01000005.1_00106	NZ_QJOW01000005.1	105	694	T4SS_t4cp2	1.300e-08	27.800	0.536	0.170	484	601
NZ_QJOW01000005.1_00107	NZ_QJOW01000005.1	106	1456	T4SS_t4cp2	2.300e-12	40.000	0.622	0.096	733	872
NZ_QJOW01000005.1_00106	NZ_QJOW01000005.1	105	694	T4SS_virb4	7.100e-80	262.800	0.563	0.856	68	661
NZ_QJOW01000006.1_00062	NZ_QJOW01000006.1	62	1440	T4SS_t4cp2	5.900e-12	38.100	0.617	0.096	728	865
NZ_QJOW01000006.1_00061	NZ_QJOW01000006.1	61	735	T4SS_virb4	4.800e-72	236.300	0.568	0.801	98	686
